p315_to_p239|1.515153177546633|1.9037931186006658|0.8537834701726508
p315_to_p255|1.3129040546597257|1.9550818759226092|0.7013701514072535
p315_to_p226|1.2823492240130046|2.0191464275791673|0.622028184427335
p315_to_p274|1.3293092484030482|1.857255461613469|0.8073991625880548
p315_to_p243|1.4551675549583305|1.9628560431601962|0.7647277343189689
p315_to_p351|1.3947941165901026|1.96556854598052|0.7318285123145309
p315_to_p246|1.339657997167699|1.935252482788958|0.7345765157948914
p315_to_p283|1.4152231987817967|2.048141266257231|0.6594703331336671
p315_to_p326|1.3661347805188995|1.8145386112609003|0.8685287789985496
p315_to_p292|1.3363734212849516|1.998960866756525|0.6692258438859509
p315_to_p294|1.3387132133148658|1.8868561878159626|0.7825004188414701
p315_to_p343|1.3833783840919542|1.8595124121768227|0.8321767798691544
p315_to_p311|1.4299027496174899|2.0133952853114634|0.7015560894972817
p315_to_p281|1.433119223327012|1.9739798163652056|0.7425797952983002
p315_to_p314|1.4025210763089597|1.9977778706010494|0.7034826675534303
p315_to_p249|1.4992784088340554|1.934771691154745|0.8148675132622825
p315_to_p266|1.3897228210903148|1.8462138400164103|0.8486475705287471
p315_to_p335|1.3271156901664822|1.9921612331889724|0.6713966118942687
p315_to_p304|1.5131233996217883|1.8922716725569837|0.8642900272539105
p315_to_p233|1.5530605624780685|1.9363839989742184|0.8401462822648156
p315_to_p259|1.3456686332881245|1.957799675403919|0.7150346412401429
p315_to_p318|1.4349426739889795|1.96564381631892|0.7518275206755698
p315_to_p271|1.335629645805852|1.9320722828227608|0.7357425400801654
p315_to_p334|1.2114817599906806|1.9980093149381282|0.6077315650572124
p315_to_p231|1.2206640214897355|1.990119795067531|0.6202122156773369
p315_to_p313|1.3162000966810004|1.948905658623688|0.7091943897168123
p315_to_p278|1.3693795227082797|1.9409437155831215|0.7437460457710183
p315_to_p345|1.3839726243127202|1.9481707133105917|0.7438155988457686
p315_to_p276|1.2703154392093445|2.076897264085484|0.5582604555191883
p315_to_p340|1.2910612806503643|2.0017862506465303|0.6437443896786519
p315_to_p333|1.3485404103103877|2.030863513313677|0.6434066918415171
p315_to_p254|1.4608174890429058|1.808568708883799|0.9218400356376542
p315_to_p300|1.5379671115384004|1.9765268212622682|0.7924567345069318
p315_to_p360|1.4318600995154909|1.9910118314563707|0.7249182183013749
p315_to_p251|1.341456487409899|1.9133198348113454|0.7574084088936042
p315_to_p279|1.4258001038210226|1.8644088795553269|0.8484911723551845
p315_to_p305|1.4539629987894926|1.9602684568056437|0.7667130425891027
p315_to_p258|1.3455922616973668|2.0269267947263367|0.6458693361223466
p315_to_p268|1.4813462649869484|1.9565738930167056|0.7840992394767685
p315_to_p273|1.2618268564956443|1.8407063150521519|0.7902071131956703
p315_to_p336|1.5045039654397208|1.9794698305621186|0.7727821521577418
p315_to_p376|1.2865094179095282|1.8352235050812542|0.8080312038735098
p315_to_p250|1.3757723088332314|2.0208034088556004|0.6670827455610153
p315_to_p245|1.2857320886888375|2.022629132370986|0.6202369119734326
p315_to_p270|1.3453018609028513|1.9530076108020702|0.7196433196493555
p315_to_p229|1.4479776336721206|2.012334418720551|0.7116543981155092
p315_to_p237|1.3757510436575187|1.9235670912610878|0.7643084305676715
p315_to_p238|1.2636928988047456|1.9953089309334908|0.6365375184688817
p315_to_p263|1.2801412706621964|1.9644139344121476|0.6756567009189505
p315_to_p307|1.361968465055472|1.9282482717291352|0.7527359607986011
p315_to_p297|1.3860228657301472|1.952246558815618|0.7407648740494559
p315_to_p286|1.223259985675797|1.8766226274966697|0.735007365341229
p315_to_p302|1.3163787607061574|1.841480287833257|0.8167090925198219
p315_to_p299|1.3563599825102954|1.9684140196384199|0.7097659716167279
p315_to_p260|1.3945854367685029|2.026197218451699|0.6710954999325525
p315_to_p261|1.478136238474887|2.023997397089338|0.7150707221481056
p315_to_p374|1.512038765953848|1.9771256175120018|0.7788937654649224
p315_to_p232|1.4243620125851244|1.893815796620175|0.8183652096723872
p315_to_p341|1.2154905684789314|1.9890404735925742|0.6187048106468915
p315_to_p275|1.246580670289911|1.962890545214204|0.6603997899307512
p315_to_p329|1.392110066259486|2.0550423620167386|0.6410126711130042
p315_to_p298|1.2982386425317052|1.9117859049236205|0.7373334163422323
p315_to_p308|1.4972521067223177|2.070043419653369|0.6785826337077898
p315_to_p361|1.2605921999738303|1.9513001113327144|0.6789959886542007
p315_to_p364|1.4043596814193888|1.8784245980424397|0.8237552426672548
p315_to_p228|1.3978338672163533|2.0142637726555663|0.6846531609526103
p315_to_p323|1.429247365751483|1.9593454921317817|0.7552781907439596
p315_to_p227|1.2218999011304699|2.0224496489366484|0.5885003016285868
p315_to_p264|1.4905030618758675|2.0803214990511476|0.6649300318867861
p315_to_p303|1.2768106299253936|1.951880345611261|0.6865249693514359
p315_to_p253|1.6539090834153785|2.034704282523575|0.7922502591841143
p315_to_p256|1.348753936283415|2.017656929031043|0.6567200391106645
p315_to_p265|1.3483271228108793|1.8795097764673132|0.7946537849381263
p315_to_p285|1.345470898893633|2.1106938575860488|0.5620415918607677
p315_to_p288|1.3847279570038364|1.9335185474696654|0.7588454310322525
p315_to_p234|1.5102492702352062|2.0699026218269463|0.685222013290657
p315_to_p362|1.5293339972896185|1.8871524266271078|0.8775145720177013
p315_to_p240|1.2582220067223484|2.068309452318706|0.5608015510424682
p315_to_p280|1.4289122206893685|1.9310525420324056|0.7834035683122786
p315_to_p244|1.5524114868177823|1.9973346187522136|0.7788711246566773
p315_to_p310|1.4895419735920057|2.088999733037577|0.6557712537584259
p315_to_p284|1.361340891789781|2.0296103739795894|0.651060071915301
p315_to_p272|1.3036217230970089|1.9363078459266956|0.7155030156218087
p315_to_p277|1.4079127850056796|1.919120494149559|0.7848358983532808
p315_to_p247|1.2810353941098622|2.0150680681694224|0.6254496288855087
p315_to_p241|1.2731916735553366|1.8962199119416212|0.7403759248360471
p315_to_p225|1.3452817683604668|1.9476048733036424|0.725036010876591
p315_to_p257|1.487755140119479|2.057233256604733|0.6866443134550062
p315_to_p317|1.3357828640173297|1.93519162977269|0.7326998022359748
p315_to_p312|1.297184003349407|1.9302487843893386|0.7183432172853652
p315_to_p230|1.3644988159887343|1.9802701824132272|0.7019792255811401
p315_to_p301|1.3668945677364222|1.9103999332324395|0.7730473506357713
p315_to_p347|1.3715898559372195|1.9453212693191304|0.7404736586494796
p315_to_p306|1.3683877519576009|1.9076185566588815|0.7765753193199187
p315_to_p236|1.322628304142858|1.9360360198936388|0.7252781321777904
p315_to_p339|1.2976235040695427|1.9944167442490377|0.6543950077857339
p315_to_p287|1.3437374352082423|1.8614605752099118|0.8104081423942091
p315_to_p262|1.3585941161471822|1.9636458533318564|0.7156512047417349
p315_to_p282|1.518260566536867|1.86160910447346|0.8975211787949735
p315_to_p295|1.2524893325418252|1.9299807456151734|0.696263920655739
p315_to_p330|1.324835817461512|1.9063385716534986|0.7560793370772574
p315_to_p267|1.4302258922961473|2.1057683407255245|0.6093446054225491
p315_to_p252|1.3118668811589118|1.9662240400485311|0.6897094005309246
p315_to_p363|1.351387761716293|1.9443582334794423|0.731335647378704
p315_to_p269|1.4849516985830309|1.8727381888652257|0.8697376604262899
p315_to_p316|1.2724022100363281|1.9532353580502602|0.682965746967904
p315_to_p248|1.3676695468230342|1.9787673733494322|0.7050674000620849
p315_to_p293|1.2537834144258966|2.015198274570717|0.6116934326422312
p239_to_p315|1.358238554367502|1.9143250552842404|0.7647942218995107
p239_to_p255|1.4790496897798155|2.020858762363842|0.7186660825260658
p239_to_p226|1.526499916769881|2.0960272031617215|0.6672227552232188
p239_to_p274|1.434728456564824|1.9308662699091101|0.7864979583733018
p239_to_p243|1.3948538239858064|1.9707542924466002|0.7266726195463029
p239_to_p351|1.3027276645886177|1.9616788349808323|0.6896849973134767
p239_to_p246|1.3890388400173135|1.9180454603450388|0.7764739596636181
p239_to_p283|1.5296992123380697|1.991410781252076|0.7734388249169588
p239_to_p326|1.5494496718847115|2.014052429630798|0.7606724063115577
p239_to_p292|1.6884151854710465|1.9655472189712269|0.8786603737642964
p239_to_p294|1.4350017120456746|1.948921303891999|0.7685795521308383
p239_to_p343|1.5026729848549725|1.9693087168684937|0.7820277755589924
